employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
56398,Technology,region_27,Below Secondary,m,sourcing,2,23,,1,1,0,85
7042,Operations,region_11,Bachelors,m,sourcing,1,29,4.0,5,1,0,57
53451,Sales & Marketing,region_23,Bachelors,f,other,1,32,3.0,6,0,0,45
35919,Sales & Marketing,region_25,Bachelors,m,sourcing,1,28,4.0,5,0,0,50
35949,Sales & Marketing,region_27,Bachelors,m,sourcing,1,23,3.0,2,0,0,48
63016,Sales & Marketing,region_10,Bachelors,m,sourcing,1,45,1.0,4,0,0,51
12223,Operations,region_7,Bachelors,f,other,1,37,3.0,5,0,0,62
25331,Sales & Marketing,region_28,Bachelors,m,other,1,40,1.0,7,0,0,49
40989,Sales & Marketing,region_2,Bachelors,m,sourcing,1,37,3.0,8,1,0,46
12561,Technology,region_27,Bachelors,m,other,1,28,3.0,4,1,0,80
36444,Technology,region_15,Bachelors,m,sourcing,2,35,5.0,3,1,1,79
37289,Sales & Marketing,region_32,,m,sourcing,1,31,3.0,5,0,0,51
5424,Sales & Marketing,region_23,Masters & above,f,sourcing,1,35,1.0,2,0,0,52
3629,Operations,region_32,,f,other,1,29,4.0,2,0,0,60
38674,Procurement,region_13,Bachelors,f,other,2,40,4.0,7,1,0,71
68702,Sales & Marketing,region_2,Bachelors,m,other,1,41,5.0,12,0,0,48
4094,Sales & Marketing,region_32,Bachelors,m,other,1,31,3.0,4,0,0,47
71837,Legal,region_7,Bachelors,m,other,1,36,5.0,5,1,0,57
63785,HR,region_22,Bachelors,m,sourcing,1,27,5.0,5,1,0,48
53217,Sales & Marketing,region_2,Masters & above,m,other,3,46,1.0,14,0,0,52
75304,Technology,region_28,Masters & above,m,sourcing,1,31,3.0,7,0,0,80
1610,Operations,region_12,Bachelors,m,other,2,31,,1,0,0,57
62168,Sales & Marketing,region_28,Bachelors,m,other,2,39,5.0,9,1,0,47
54412,Sales & Marketing,region_17,Bachelors,m,other,1,40,5.0,7,0,0,53
30795,HR,region_2,Bachelors,f,other,1,34,5.0,7,0,0,51
52783,Operations,region_27,Bachelors,m,other,1,32,4.0,4,0,0,57
763,HR,region_5,Bachelors,f,sourcing,1,33,5.0,4,1,0,47
64494,Procurement,region_13,Masters & above,m,other,1,34,5.0,5,1,0,72
76042,Procurement,region_19,Bachelors,m,sourcing,1,41,3.0,7,0,0,70
31035,Operations,region_15,Bachelors,m,other,1,34,4.0,9,1,0,70
63895,Operations,region_2,Masters & above,f,other,1,20,,1,0,0,61
63371,Sales & Marketing,region_2,Masters & above,m,referred,1,37,3.0,8,0,0,47
6060,Sales & Marketing,region_31,Bachelors,m,sourcing,1,40,5.0,12,0,0,51
25655,Sales & Marketing,region_7,Bachelors,m,other,1,37,3.0,8,0,0,46
18783,Legal,region_2,Bachelors,m,other,1,38,5.0,7,0,0,60
50561,Sales & Marketing,region_8,Masters & above,m,sourcing,1,33,5.0,6,0,0,56
41302,Sales & Marketing,region_2,Masters & above,m,other,2,45,3.0,7,1,0,49
63324,R&D,region_22,Bachelors,m,referred,1,28,5.0,5,1,0,88
12176,Procurement,region_5,Bachelors,m,sourcing,1,27,5.0,5,0,0,73
38055,HR,region_33,Bachelors,m,other,1,32,3.0,6,0,0,51
71285,Technology,region_7,Masters & above,m,referred,1,36,3.0,7,0,0,75
51080,Operations,region_19,Bachelors,m,sourcing,1,33,4.0,2,0,0,63
23311,HR,region_32,Bachelors,f,other,1,34,1.0,5,0,0,53
59413,Operations,region_22,Bachelors,f,other,1,35,2.0,10,0,0,59
32799,Operations,region_19,Bachelors,m,sourcing,1,46,3.0,3,1,0,61
61328,Sales & Marketing,region_2,Masters & above,m,other,1,36,3.0,7,0,0,48
30192,Finance,region_7,Masters & above,m,sourcing,2,33,3.0,2,1,0,94
28286,Operations,region_11,Bachelors,m,sourcing,1,36,1.0,9,0,0,54
16986,Finance,region_2,,m,other,1,34,3.0,6,0,0,62
47269,Operations,region_21,Bachelors,m,sourcing,1,27,1.0,3,0,0,60
75856,Technology,region_22,Masters & above,m,sourcing,1,43,1.0,15,0,0,79
34216,Sales & Marketing,region_20,Bachelors,m,other,1,34,3.0,10,1,0,49
55922,Analytics,region_26,Bachelors,f,sourcing,2,28,3.0,5,0,0,84
25450,Technology,region_23,Bachelors,m,sourcing,1,26,5.0,2,1,0,78
67593,Sales & Marketing,region_4,Bachelors,m,other,2,28,1.0,4,0,0,50
5297,Procurement,region_13,Bachelors,m,sourcing,2,29,3.0,3,0,0,73
46695,Technology,region_22,Masters & above,m,sourcing,1,33,3.0,4,0,0,81
9401,Procurement,region_29,Bachelors,m,other,1,31,5.0,4,1,0,67
3573,Sales & Marketing,region_11,Bachelors,m,sourcing,1,39,3.0,8,0,0,51
38593,Operations,region_13,Masters & above,m,sourcing,1,40,5.0,2,1,0,56
33592,Sales & Marketing,region_2,Bachelors,m,other,1,31,4.0,5,0,0,51
39106,Sales & Marketing,region_2,Bachelors,m,sourcing,2,30,5.0,3,0,0,50
37874,Sales & Marketing,region_7,Masters & above,m,other,1,44,1.0,6,0,0,50
70748,Operations,region_4,Masters & above,m,sourcing,1,42,4.0,10,1,0,56
67962,Operations,region_12,Bachelors,f,other,1,44,3.0,11,0,0,59
76160,Sales & Marketing,region_26,Bachelors,m,sourcing,2,35,3.0,3,0,0,48
44798,Operations,region_22,Bachelors,m,sourcing,1,48,4.0,6,1,0,65
45063,Technology,region_22,Bachelors,m,other,1,29,3.0,4,0,0,78
5358,R&D,region_22,Masters & above,m,other,1,30,4.0,6,0,0,84
23282,Analytics,region_22,Bachelors,f,sourcing,1,29,5.0,4,0,0,82
26857,Sales & Marketing,region_9,,m,other,1,32,3.0,7,0,0,51
77897,Technology,region_33,Bachelors,f,other,2,27,,1,0,0,77
13324,Operations,region_2,Bachelors,m,other,1,50,5.0,5,0,1,70
718,Sales & Marketing,region_22,Bachelors,m,other,3,27,2.0,2,0,0,44
41110,Technology,region_26,Bachelors,f,sourcing,1,27,4.0,3,1,0,77
18555,Sales & Marketing,region_22,Bachelors,f,other,1,29,5.0,3,1,0,49
42373,R&D,region_2,Bachelors,m,sourcing,1,45,5.0,6,1,0,84
58643,Sales & Marketing,region_2,Masters & above,f,other,2,34,2.0,10,0,0,50
14364,Sales & Marketing,region_30,Bachelors,m,other,2,28,3.0,5,0,0,48
67893,Sales & Marketing,region_16,Bachelors,m,other,2,33,3.0,7,0,0,46
43649,Operations,region_7,Bachelors,f,other,2,33,3.0,2,0,0,58
44391,Sales & Marketing,region_15,Bachelors,m,sourcing,2,31,5.0,7,1,0,48
8252,Sales & Marketing,region_4,Masters & above,m,sourcing,1,43,3.0,13,0,0,48
43450,Analytics,region_22,Bachelors,m,sourcing,1,26,,1,1,0,87
31043,Operations,region_22,Below Secondary,m,sourcing,1,25,3.0,2,0,0,62
60427,Sales & Marketing,region_20,Masters & above,m,other,1,34,4.0,6,0,0,47
32045,Legal,region_26,Bachelors,m,other,1,32,5.0,6,1,0,55
32759,Operations,region_22,Masters & above,f,other,1,35,1.0,4,0,0,65
54128,Sales & Marketing,region_22,Bachelors,m,other,1,48,5.0,16,0,0,49
77266,Analytics,region_15,Bachelors,m,sourcing,1,29,,1,1,0,89
47419,Sales & Marketing,region_22,Bachelors,m,other,1,49,2.0,6,0,0,50
4163,Analytics,region_9,Masters & above,m,sourcing,2,29,,1,1,0,79
24620,Operations,region_26,Bachelors,m,sourcing,1,41,4.0,6,1,0,60
41859,Analytics,region_26,Bachelors,m,other,1,33,4.0,5,1,0,86
48970,HR,region_2,Bachelors,m,other,1,53,1.0,3,0,0,49
8770,Finance,region_31,Masters & above,m,other,1,33,1.0,4,0,0,61
20730,Operations,region_19,Bachelors,f,sourcing,1,43,5.0,12,0,0,60
50985,Sales & Marketing,region_28,Masters & above,f,sourcing,1,34,5.0,8,1,0,51
50293,Sales & Marketing,region_2,Bachelors,m,other,1,58,4.0,27,0,0,50
6646,Sales & Marketing,region_9,,m,sourcing,1,33,3.0,5,0,0,47
62213,Sales & Marketing,region_15,Bachelors,m,other,2,29,2.0,2,0,0,51
16516,Technology,region_22,Bachelors,m,sourcing,2,28,4.0,2,1,0,80
56427,Sales & Marketing,region_22,Bachelors,f,other,2,26,3.0,2,0,0,48
10894,R&D,region_26,Masters & above,m,sourcing,1,30,2.0,5,0,0,84
44636,Finance,region_13,Bachelors,m,sourcing,1,25,,1,0,0,64
61424,Operations,region_31,Bachelors,m,sourcing,1,30,3.0,9,1,0,56
78125,Analytics,region_29,Bachelors,m,sourcing,2,35,3.0,4,0,0,82
52043,Sales & Marketing,region_11,Bachelors,m,other,2,31,1.0,4,0,0,49
4539,Legal,region_27,Bachelors,m,other,1,27,,1,1,0,57
54211,Procurement,region_2,Bachelors,f,other,1,41,3.0,13,0,0,71
21613,Operations,region_15,Masters & above,m,other,1,44,3.0,4,0,0,60
2832,Sales & Marketing,region_31,Bachelors,m,other,1,30,1.0,7,0,0,53
51363,Analytics,region_31,Masters & above,m,other,1,37,3.0,9,0,0,83
58921,Operations,region_32,Bachelors,f,other,1,35,3.0,5,0,0,56
46931,R&D,region_15,Masters & above,m,other,1,28,3.0,5,0,0,87
16100,Sales & Marketing,region_2,Bachelors,m,other,2,28,1.0,6,0,0,50
1707,Analytics,region_28,Masters & above,m,sourcing,2,35,3.0,5,0,0,81
42096,Sales & Marketing,region_27,Bachelors,m,other,2,37,1.0,4,0,0,53
17214,Analytics,region_31,Bachelors,m,other,2,27,5.0,4,1,0,78
23184,Sales & Marketing,region_19,Bachelors,m,other,1,39,3.0,5,0,0,50
28415,Operations,region_19,Bachelors,f,other,1,29,4.0,2,1,0,61
51815,Analytics,region_22,,f,other,1,28,,1,1,0,89
76736,Procurement,region_15,Bachelors,m,other,1,31,5.0,2,1,0,68
71847,Operations,region_22,Bachelors,m,other,2,28,,1,0,0,60
76894,Procurement,region_2,Bachelors,m,other,1,46,5.0,17,1,0,69
39261,Sales & Marketing,region_2,Masters & above,m,sourcing,2,36,1.0,10,0,0,52
55261,Technology,region_4,Masters & above,m,sourcing,1,37,1.0,2,1,0,84
66259,Operations,region_16,Bachelors,m,other,1,37,3.0,2,1,0,59
24352,Procurement,region_22,Bachelors,m,other,3,28,1.0,2,0,0,68
53286,Procurement,region_2,Bachelors,f,sourcing,1,39,4.0,5,0,0,67
40743,Operations,region_2,Bachelors,f,sourcing,2,35,5.0,7,1,0,57
60939,R&D,region_27,Bachelors,m,sourcing,1,32,3.0,4,0,0,88
38457,Legal,region_27,Below Secondary,m,other,1,26,5.0,2,1,0,58
46679,Sales & Marketing,region_28,Masters & above,m,other,3,32,4.0,5,0,0,51
31569,Procurement,region_30,Bachelors,f,other,1,34,3.0,6,0,0,70
28428,Sales & Marketing,region_7,Bachelors,m,sourcing,3,28,4.0,2,0,0,47
53194,Operations,region_22,Bachelors,m,sourcing,2,32,5.0,6,1,0,54
58255,Sales & Marketing,region_13,Bachelors,m,other,2,26,1.0,2,0,0,45
67333,HR,region_13,Bachelors,f,other,1,26,4.0,2,1,0,53
41962,Procurement,region_17,Masters & above,m,other,1,47,3.0,9,0,0,64
19336,Operations,region_4,Bachelors,m,other,1,40,,1,1,0,62
30993,Sales & Marketing,region_14,Bachelors,m,other,1,40,4.0,3,0,0,51
74675,Sales & Marketing,region_1,Bachelors,m,other,1,29,5.0,6,1,0,49
179,Procurement,region_26,Masters & above,f,sourcing,1,37,3.0,3,1,0,70
59242,R&D,region_2,Bachelors,m,other,1,34,3.0,6,1,0,77
27004,Technology,region_22,Bachelors,m,other,3,28,4.0,4,1,0,76
54062,Sales & Marketing,region_27,Bachelors,m,sourcing,1,31,3.0,5,0,0,47
1205,HR,region_22,Bachelors,m,other,1,29,2.0,6,0,0,53
18309,Operations,region_22,Bachelors,f,other,1,38,5.0,9,1,0,61
23765,Sales & Marketing,region_8,Bachelors,m,sourcing,1,29,,1,1,0,48
11282,Procurement,region_22,Masters & above,m,sourcing,1,29,3.0,5,0,0,67
17965,Sales & Marketing,region_2,Bachelors,m,other,3,30,3.0,5,0,0,47
57058,Technology,region_19,Bachelors,m,other,1,34,1.0,6,0,0,76
27211,Technology,region_15,Bachelors,m,other,1,31,3.0,3,1,0,82
57753,Operations,region_19,Bachelors,f,other,1,40,3.0,5,0,0,57
56501,Operations,region_6,Bachelors,m,other,1,31,,1,0,0,64
49706,Sales & Marketing,region_28,Masters & above,m,other,1,35,2.0,4,1,0,49
72425,Technology,region_26,Bachelors,m,other,1,33,5.0,2,1,0,79
48762,R&D,region_4,Bachelors,m,sourcing,1,36,5.0,2,1,0,88
5635,Operations,region_20,Bachelors,f,sourcing,1,38,5.0,10,1,0,54
21110,Procurement,region_22,Masters & above,m,other,1,39,4.0,13,0,0,72
34892,Sales & Marketing,region_2,Masters & above,m,other,1,37,4.0,6,1,1,93
46038,Operations,region_2,Bachelors,m,sourcing,1,45,2.0,14,0,0,54
69465,Analytics,region_28,Bachelors,m,other,2,31,3.0,5,1,0,78
24403,Procurement,region_13,Bachelors,m,sourcing,1,34,3.0,4,0,0,69
52781,Sales & Marketing,region_22,Bachelors,m,sourcing,2,27,5.0,2,1,0,51
2010,Sales & Marketing,region_28,Bachelors,m,other,1,28,5.0,2,1,0,53
63146,Finance,region_31,Bachelors,m,sourcing,1,31,,1,0,0,56
3714,Technology,region_26,Masters & above,f,sourcing,1,36,3.0,3,0,0,81
63591,Sales & Marketing,region_14,Bachelors,m,sourcing,1,49,3.0,10,1,0,54
12404,Technology,region_2,Bachelors,m,sourcing,1,32,2.0,7,0,0,78
23893,Sales & Marketing,region_2,Bachelors,m,other,1,51,4.0,9,0,0,51
30643,R&D,region_22,Masters & above,m,sourcing,1,35,4.0,2,0,0,87
49902,Analytics,region_25,Bachelors,m,other,1,32,3.0,3,0,0,82
76195,Procurement,region_2,Bachelors,m,other,1,20,,1,0,0,76
9887,Operations,region_2,Masters & above,f,sourcing,2,44,3.0,17,0,0,63
48447,Analytics,region_22,Masters & above,m,other,1,44,3.0,7,0,0,85
58892,Operations,region_32,Bachelors,f,other,1,38,4.0,10,0,0,55
69818,Procurement,region_30,Bachelors,m,sourcing,1,32,3.0,5,1,0,71
28740,Procurement,region_17,Bachelors,f,sourcing,1,27,3.0,6,0,0,67
7080,Sales & Marketing,region_7,Bachelors,m,other,1,50,3.0,18,0,0,49
68921,Finance,region_7,Bachelors,m,other,2,28,4.0,2,0,0,60
24053,Sales & Marketing,region_2,Bachelors,m,other,1,28,5.0,5,1,0,44
53426,Technology,region_7,Masters & above,f,other,1,41,3.0,6,0,0,82
8165,Sales & Marketing,region_28,Masters & above,m,referred,1,32,5.0,7,0,0,63
1749,Technology,region_2,,m,other,2,34,3.0,6,1,0,85
50629,Sales & Marketing,region_23,,m,sourcing,1,39,5.0,4,1,0,47
42946,Finance,region_19,Bachelors,m,other,1,30,3.0,3,0,0,60
1581,Analytics,region_32,Bachelors,m,other,1,27,5.0,3,1,0,90
6547,Sales & Marketing,region_22,Bachelors,m,other,1,29,,1,0,0,55
71545,Operations,region_2,Below Secondary,f,other,1,21,,1,0,0,60
6034,Procurement,region_7,Masters & above,f,sourcing,2,36,3.0,2,1,0,69
39253,Sales & Marketing,region_30,Bachelors,m,other,1,32,5.0,4,0,0,48
45876,Operations,region_26,Bachelors,m,other,1,41,4.0,8,0,0,60
35683,Sales & Marketing,region_2,Bachelors,m,referred,1,40,4.0,10,1,0,48
10216,Operations,region_15,Masters & above,f,other,1,51,1.0,14,0,0,61
65404,Sales & Marketing,region_2,Masters & above,f,sourcing,2,32,1.0,5,0,0,45
76095,Operations,region_22,Masters & above,f,sourcing,1,30,,1,1,0,58
40845,Technology,region_23,Masters & above,f,other,4,34,2.0,9,0,0,78
45608,Analytics,region_6,Bachelors,m,other,1,30,4.0,3,0,0,86
15807,Sales & Marketing,region_15,Masters & above,m,sourcing,1,40,3.0,13,0,0,52
72746,Procurement,region_7,Bachelors,m,sourcing,1,32,3.0,7,0,0,65
1042,Sales & Marketing,region_26,Bachelors,m,other,1,31,3.0,6,0,0,52
63924,Procurement,region_17,Bachelors,m,other,1,27,1.0,4,0,0,69
43592,Procurement,region_2,Masters & above,f,other,1,31,3.0,4,0,0,66
29052,Technology,region_15,Bachelors,f,other,2,37,3.0,8,0,0,78
51684,Legal,region_2,Bachelors,m,other,1,26,,1,0,0,63
70559,Sales & Marketing,region_32,Bachelors,m,other,1,25,,1,0,0,50
58768,Operations,region_30,Bachelors,m,other,1,30,,1,0,0,59
72027,Procurement,region_2,Masters & above,f,other,1,39,3.0,10,0,0,70
16331,Sales & Marketing,region_2,,m,other,1,33,3.0,7,0,0,47
40466,Sales & Marketing,region_15,Bachelors,f,other,1,36,1.0,8,0,0,49
61370,Sales & Marketing,region_5,Masters & above,m,other,1,42,4.0,13,0,0,48
62844,Technology,region_7,Bachelors,f,other,1,38,4.0,11,0,0,83
8231,Sales & Marketing,region_16,Bachelors,m,referred,1,31,4.0,3,0,0,52
71082,Sales & Marketing,region_13,Bachelors,m,other,1,47,1.0,4,0,0,53
2708,Sales & Marketing,region_24,Bachelors,m,sourcing,1,28,4.0,4,0,0,55
5448,Legal,region_2,Bachelors,m,other,1,37,3.0,3,0,0,55
69910,Technology,region_4,Masters & above,m,sourcing,1,37,3.0,6,1,0,78
71222,Operations,region_2,Bachelors,f,other,2,29,4.0,5,0,0,59
66924,Sales & Marketing,region_20,Bachelors,m,sourcing,1,30,1.0,3,0,0,48
12422,Sales & Marketing,region_4,Masters & above,m,sourcing,1,39,3.0,5,1,0,52
5429,Sales & Marketing,region_20,Bachelors,m,other,1,34,3.0,2,0,0,51
60533,Operations,region_15,,m,sourcing,1,41,3.0,15,0,0,59
9505,Technology,region_22,Bachelors,f,sourcing,1,29,,1,1,0,80
60673,Technology,region_2,Bachelors,m,other,1,48,5.0,5,1,0,75
59906,Sales & Marketing,region_15,Bachelors,m,sourcing,2,26,3.0,3,0,0,51
29591,Sales & Marketing,region_24,Masters & above,f,sourcing,1,31,3.0,3,1,0,47
41148,Analytics,region_21,Bachelors,m,other,1,25,,1,0,0,84
4575,Procurement,region_2,Masters & above,m,other,1,51,4.0,2,0,0,69
64784,R&D,region_29,Masters & above,m,other,1,31,1.0,2,1,0,83
11434,HR,region_2,Bachelors,f,other,1,33,4.0,4,0,0,50
14602,Technology,region_15,Bachelors,f,other,1,26,4.0,3,0,0,81
34695,Sales & Marketing,region_6,Bachelors,f,other,2,28,1.0,1,0,0,51
7941,Analytics,region_2,Bachelors,m,other,2,34,3.0,7,1,0,85
10773,Technology,region_27,Bachelors,m,sourcing,1,31,2.0,3,0,0,81
17919,Analytics,region_26,Bachelors,m,other,1,39,3.0,8,1,0,89
66969,Sales & Marketing,region_23,Bachelors,f,sourcing,1,32,5.0,7,1,0,50
4931,HR,region_2,Bachelors,f,sourcing,1,57,3.0,13,0,0,52
67640,Sales & Marketing,region_22,Masters & above,m,other,1,47,5.0,2,0,0,50
2446,Sales & Marketing,region_28,Masters & above,m,sourcing,1,37,5.0,10,0,0,51
67510,Procurement,region_17,Bachelors,f,other,2,27,,1,0,0,69
6613,Sales & Marketing,region_15,Bachelors,f,sourcing,1,29,1.0,5,0,0,53
11290,Sales & Marketing,region_33,Masters & above,m,other,1,37,3.0,6,0,0,50
52717,Operations,region_21,Bachelors,m,other,2,34,1.0,3,1,0,58
66325,Operations,region_13,Bachelors,m,sourcing,1,34,4.0,5,1,0,60
43612,Sales & Marketing,region_14,Bachelors,m,other,1,35,1.0,9,0,0,49
66076,Sales & Marketing,region_4,Masters & above,m,other,1,37,5.0,9,0,0,49
59417,Procurement,region_26,Bachelors,f,sourcing,1,40,3.0,8,0,0,74
27010,Sales & Marketing,region_7,Bachelors,f,other,1,28,5.0,5,1,0,54
68719,Legal,region_7,Bachelors,m,other,1,30,2.0,1,0,0,56
14025,Analytics,region_7,Bachelors,m,other,2,34,4.0,7,1,0,84
44488,Technology,region_27,Bachelors,f,other,1,27,5.0,3,1,0,81
60833,Finance,region_2,Below Secondary,m,sourcing,1,23,5.0,2,1,0,61
71061,Operations,region_29,Bachelors,m,other,1,32,5.0,5,0,0,62
5494,Sales & Marketing,region_25,Bachelors,m,other,1,33,5.0,10,0,0,58
25636,Operations,region_27,Bachelors,f,other,1,45,3.0,4,0,0,56
43286,Sales & Marketing,region_2,Bachelors,m,other,2,40,3.0,5,0,0,46
49723,Operations,region_22,Bachelors,f,sourcing,1,28,,1,1,0,58
55409,Operations,region_2,Below Secondary,m,other,1,25,3.0,3,0,0,61
58118,Analytics,region_28,,m,other,2,34,3.0,6,1,0,84
22719,Procurement,region_2,Below Secondary,m,other,1,21,5.0,2,1,0,72
18083,HR,region_22,Bachelors,m,referred,1,26,1.0,4,1,0,50
13871,Sales & Marketing,region_31,Bachelors,m,other,1,29,5.0,3,1,0,91
64573,Technology,region_7,Bachelors,f,referred,2,30,5.0,6,1,0,81
56729,Sales & Marketing,region_28,Masters & above,f,other,1,37,4.0,9,0,0,46
48155,R&D,region_7,Bachelors,m,sourcing,2,36,2.0,7,1,0,87
51111,Sales & Marketing,region_1,Bachelors,m,sourcing,1,28,,1,0,0,48
5553,Operations,region_22,Bachelors,f,other,1,45,5.0,5,1,0,61
58493,Sales & Marketing,region_22,Bachelors,m,sourcing,1,56,5.0,5,1,0,54
55269,Operations,region_32,,m,other,1,30,5.0,6,0,0,58
25961,Analytics,region_15,Masters & above,m,other,1,34,1.0,2,0,1,84
72673,Analytics,region_11,Bachelors,m,sourcing,1,34,5.0,5,1,0,89
73321,Sales & Marketing,region_28,,m,sourcing,1,34,3.0,8,0,0,45
62030,Operations,region_13,Bachelors,f,other,1,36,4.0,8,0,0,59
16840,Sales & Marketing,region_22,Bachelors,m,sourcing,2,30,,1,0,0,53
2900,HR,region_6,Bachelors,m,other,1,26,4.0,2,1,0,50
13342,HR,region_17,Bachelors,m,sourcing,1,28,5.0,3,1,0,50
63402,Analytics,region_2,Bachelors,m,sourcing,1,39,3.0,4,0,0,88
56759,HR,region_2,Bachelors,f,referred,1,32,5.0,7,1,0,50
54294,Operations,region_16,Bachelors,m,sourcing,2,35,5.0,4,1,0,93
28596,Sales & Marketing,region_22,Bachelors,m,sourcing,2,26,2.0,4,0,0,52
3982,Sales & Marketing,region_12,Bachelors,m,sourcing,1,34,3.0,5,0,0,45
74159,Sales & Marketing,region_11,,m,sourcing,1,36,3.0,10,0,0,51
26615,Sales & Marketing,region_27,Masters & above,m,other,1,37,4.0,10,1,0,49
53223,Sales & Marketing,region_7,Bachelors,f,sourcing,1,34,3.0,7,0,0,51
28163,Sales & Marketing,region_2,Bachelors,f,other,1,51,4.0,7,0,0,53
64703,Legal,region_2,Bachelors,m,other,1,28,2.0,2,0,0,62
43445,Analytics,region_1,Masters & above,m,other,1,36,3.0,8,1,0,81
37157,Technology,region_2,Bachelors,m,other,1,43,4.0,2,1,0,76
16611,Operations,region_22,Bachelors,m,other,1,33,5.0,6,0,0,60
1265,Sales & Marketing,region_11,Bachelors,m,other,1,44,5.0,5,1,0,50
50893,HR,region_22,Masters & above,f,sourcing,1,32,5.0,3,1,0,50
62862,Operations,region_23,Masters & above,f,other,2,38,3.0,9,0,0,60
41258,Procurement,region_27,Bachelors,f,other,1,33,1.0,7,1,0,66
58716,Sales & Marketing,region_6,,m,other,1,30,,1,0,0,48
32598,Procurement,region_7,Bachelors,f,other,1,34,3.0,4,0,0,71
44872,Technology,region_7,Bachelors,m,other,1,33,3.0,9,1,0,84
28899,Technology,region_4,Bachelors,m,other,1,28,3.0,7,0,0,81
27999,Analytics,region_6,Bachelors,m,sourcing,1,28,5.0,2,1,0,86
24294,Procurement,region_15,Bachelors,m,other,1,36,3.0,9,0,0,69
32675,Sales & Marketing,region_1,Bachelors,m,sourcing,3,30,,1,0,0,52
26209,HR,region_20,Bachelors,f,other,1,27,3.0,4,0,0,46
72267,Operations,region_7,Bachelors,f,other,2,41,5.0,12,1,0,58
57682,Procurement,region_5,Bachelors,f,other,1,28,3.0,3,0,0,68
47777,Sales & Marketing,region_31,Bachelors,m,other,1,30,5.0,7,0,0,48
6035,Technology,region_13,Masters & above,f,sourcing,1,36,1.0,7,0,0,77
40189,Operations,region_26,Bachelors,f,other,1,41,5.0,13,1,0,64
23640,Operations,region_13,Masters & above,f,other,2,36,3.0,4,1,0,60
48897,Finance,region_29,Bachelors,m,other,2,31,3.0,2,0,0,55
69185,Operations,region_2,Bachelors,f,sourcing,1,46,4.0,5,1,0,58
14176,Sales & Marketing,region_2,,m,sourcing,1,41,3.0,2,0,0,57
46348,Operations,region_2,Bachelors,m,other,1,42,4.0,12,0,0,59
43151,Technology,region_11,Bachelors,m,other,1,33,4.0,4,0,0,78
54363,Sales & Marketing,region_13,Masters & above,f,other,1,31,4.0,5,0,0,52
43389,Analytics,region_13,Bachelors,m,sourcing,1,31,5.0,2,0,0,88
64915,Sales & Marketing,region_28,Bachelors,m,other,2,30,5.0,2,1,0,49
74131,Procurement,region_29,Masters & above,m,sourcing,1,44,3.0,7,1,0,71
73097,Sales & Marketing,region_13,Bachelors,m,sourcing,1,48,5.0,3,0,0,49
3247,Technology,region_22,Bachelors,m,sourcing,1,31,4.0,2,0,0,81
55948,Sales & Marketing,region_30,Bachelors,m,other,1,33,1.0,6,0,0,49
13497,Procurement,region_19,Bachelors,m,other,1,33,3.0,7,0,0,73
24928,R&D,region_24,Masters & above,m,sourcing,1,30,3.0,4,0,0,82
16291,Sales & Marketing,region_28,Masters & above,m,other,1,35,5.0,7,1,0,87
49220,Sales & Marketing,region_15,Masters & above,m,other,1,35,5.0,7,0,0,48
55545,Operations,region_10,Bachelors,m,other,1,32,4.0,6,0,0,61
57108,Analytics,region_25,Masters & above,m,sourcing,1,37,5.0,4,1,0,84
34291,R&D,region_22,Bachelors,m,other,1,30,4.0,6,1,0,85
32007,Finance,region_25,Bachelors,m,other,2,30,5.0,6,1,0,59
33894,Sales & Marketing,region_16,Bachelors,m,other,1,32,3.0,5,1,0,46
25579,Procurement,region_22,Masters & above,m,sourcing,1,42,5.0,11,0,0,70
22906,Operations,region_13,Bachelors,f,other,1,33,3.0,2,1,0,55
1502,R&D,region_4,Masters & above,m,sourcing,1,37,4.0,2,0,0,84
56892,Sales & Marketing,region_14,Bachelors,m,other,1,26,,1,0,0,48
68523,Technology,region_22,Masters & above,m,sourcing,1,56,3.0,17,0,0,82
56599,Sales & Marketing,region_26,Masters & above,m,other,2,39,4.0,3,0,0,50
67390,HR,region_14,Bachelors,m,other,1,30,3.0,2,0,0,51
37096,Operations,region_22,Below Secondary,m,other,1,24,,1,0,0,62
50699,Operations,region_6,Bachelors,m,other,3,31,5.0,5,1,0,59
19538,Operations,region_15,Bachelors,m,other,1,33,1.0,3,1,1,56
66765,Sales & Marketing,region_11,Bachelors,m,other,1,29,3.0,4,1,0,48
39392,Analytics,region_31,Bachelors,m,sourcing,1,29,3.0,3,0,0,88
30075,Sales & Marketing,region_2,Bachelors,f,other,3,31,2.0,5,0,0,50
25089,Operations,region_22,Masters & above,f,other,1,42,1.0,4,0,0,59
39349,Analytics,region_22,Bachelors,m,sourcing,1,36,5.0,7,1,0,82
28751,Sales & Marketing,region_2,Bachelors,m,sourcing,1,31,1.0,5,0,0,50
5245,Sales & Marketing,region_2,Masters & above,f,other,1,35,3.0,5,1,0,51
70738,Technology,region_7,Bachelors,f,other,1,42,3.0,5,1,0,80
4198,Procurement,region_26,Masters & above,f,other,1,48,4.0,18,0,0,65
33860,Sales & Marketing,region_28,Bachelors,m,other,2,32,3.0,6,0,0,51
49196,Technology,region_20,Bachelors,m,sourcing,1,31,3.0,2,0,0,79
